index,location,bhk,total_sqft,bath,price,encoded_location
7152,Whitefield,3,1740.0,4.0,130.0,224
7153,Hennur Road,2,1232.0,2.0,88.0,96
7154,Chandapura,2,1200.0,2.0,36.0,55
7156,others,2,1250.0,2.0,50.0,230
7158,Bommanahalli,4,2100.0,4.0,85.0,47
7159,5th Phase JP Nagar,1,552.0,1.0,23.5,4
7160,Uttarahalli,3,1065.0,2.0,42.59,216
7162,others,2,1225.0,2.0,65.0,230
7164,Padmanabhanagar,2,1067.0,2.0,52.0,178
7165,Sarjapur,3,1364.0,2.0,56.0,193
7166,others,3,1750.0,3.0,75.0,230
7167,Bannerghatta Road,2,1240.0,2.0,71.0,34
7168,Hulimavu,2,1200.0,2.0,75.0,105
7169,Kaggadasapura,3,1540.0,3.0,75.0,118
7170,others,3,1504.0,2.0,102.0,230
7171,others,2,1116.0,2.0,49.8,230
7172,Hennur Road,3,2365.0,4.0,175.0,96
7174,Vijayanagar,2,864.0,2.0,45.0,220
7176,Hoskote,3,1069.0,2.0,38.0,103
7177,Hebbal,2,1333.0,2.0,100.0,92
7178,others,4,1800.0,4.0,145.0,230
7180,Thanisandra,3,1698.0,3.0,107.0,209
7181,JP Nagar,3,1275.0,2.0,43.6,109
7182,Raja Rajeshwari Nagar,2,1060.0,2.0,48.0,184
7183,Hennur,2,1160.0,2.0,49.0,95
7184,Sarjapur  Road,3,1484.0,2.0,65.0,194
7187,Hennur Road,2,1310.0,2.0,66.0,96
7189,others,4,3000.0,4.0,240.0,230
7190,Varthur,3,2145.0,3.0,165.0,217
7192,Jigani,3,1230.0,3.0,60.0,113
7195,others,2,1150.0,2.0,60.0,230
7196,Munnekollal,3,1385.0,2.0,66.5,164
7197,Tumkur Road,2,1066.0,2.0,52.5,214
7198,Thanisandra,3,2293.0,3.0,80.26,209
7200,others,3,1625.0,3.0,92.0,230
7204,Raja Rajeshwari Nagar,6,3900.0,6.0,195.0,184
7205,7th Phase JP Nagar,2,1000.0,2.0,70.65,6
7206,Nagavarapalya,2,907.0,2.0,38.0,172
7207,Ulsoor,4,3500.0,4.0,138.0,215
7208,Varthur,3,1395.0,2.0,79.0,217
7209,others,2,1180.0,2.0,50.0,230
7210,Banaswadi,5,1903.0,6.0,140.0,31
7211,Electronic City,2,1175.0,2.0,47.0,74
7212,others,2,1272.0,2.0,51.5,230
7213,others,3,1490.0,2.0,92.0,230
7214,Yeshwanthpur,2,1144.0,2.0,67.0,229
7215,others,4,2400.0,5.0,140.0,230
7216,Hormavu,2,1143.0,2.0,53.0,100
7217,Karuna Nagar,3,2500.0,3.0,190.0,129
7219,others,2,1044.0,2.0,60.0,230
7220,Prithvi Layout,2,1352.0,3.0,93.0,181
7221,Hennur Road,3,1552.0,3.0,75.0,96
7222,Bellandur,3,1785.0,3.0,120.0,40
7223,Pai Layout,2,810.0,2.0,34.5,179
7224,Banashankari Stage V,3,1650.0,3.0,51.98,29
7225,others,3,1595.0,3.0,70.39,230
7226,Whitefield,2,1060.0,2.0,35.0,224
7227,Babusapalaya,3,1410.0,2.0,65.0,24
7228,Nagarbhavi,3,1523.0,2.0,56.0,169
7229,Kanakpura Road,3,1591.0,3.0,122.0,127
7230,others,3,1640.0,3.0,84.0,230
7231,Yelahanka New Town,1,450.0,1.0,16.0,227
7232,Bannerghatta Road,3,1305.0,2.0,60.0,34
7233,Yelahanka,3,1590.0,3.0,54.0,226
7234,Kaggadasapura,2,1240.0,2.0,45.0,118
7235,others,2,1200.0,2.0,54.0,230
7236,Dodda Nekkundi,2,1100.0,2.0,41.16,67
7241,Channasandra,3,1310.0,2.0,45.0,56
7243,others,2,959.0,2.0,42.5,230
7247,Yelahanka,2,1390.0,2.0,70.21,226
7248,Hulimavu,2,1576.0,2.0,46.0,105
7249,Kenchenahalli,3,1280.0,2.0,69.0,134
7252,Kasturi Nagar,2,1000.0,2.0,58.0,131
7253,Marathahalli,2,1196.0,2.0,57.9,161
7254,Sarjapur  Road,3,1220.0,3.0,57.0,194
7255,Ambalipura,2,950.0,2.0,31.95,12
7257,others,2,1141.0,2.0,55.0,230
7258,5th Phase JP Nagar,2,1200.0,2.0,51.0,4
7259,Kasavanhalli,3,1380.0,2.0,55.0,130
7260,Doddathoguru,2,855.0,2.0,32.0,70
7262,Chandapura,2,922.0,2.0,36.0,55
7263,others,2,1200.0,2.0,43.2,230
7265,7th Phase JP Nagar,2,1070.0,2.0,42.0,6
7266,others,2,1293.0,2.0,75.0,230
7267,R.T. Nagar,3,1380.0,2.0,50.0,182
7268,Yelahanka New Town,3,1599.0,3.0,80.0,227
7269,Nehru Nagar,2,967.0,2.0,41.1,174
7270,others,3,1885.0,3.0,90.0,230
7271,others,2,860.0,2.0,65.5,230
7273,Sarjapur  Road,2,1050.0,2.0,63.5,194
7274,Marathahalli,3,1595.0,3.0,88.0,161
7275,Sarjapur  Road,2,1350.0,2.0,102.0,194
7276,Hebbal,2,1204.0,2.0,45.0,92
7277,Sarjapur  Road,4,2990.0,4.0,240.0,194
7278,Sarjapur  Road,2,1035.0,2.0,49.0,194
7279,others,2,1000.0,2.0,29.95,230
7280,Sarjapur  Road,3,1457.0,3.0,85.0,194
7282,Bannerghatta,2,1100.0,2.0,66.0,33
7283,Whitefield,3,1655.0,3.0,120.0,224
7284,Kanakpura Road,3,1691.2,3.0,115.0,127
7285,Ramagondanahalli,2,1215.0,2.0,46.1,187
7286,Kanakpura Road,2,1155.0,2.0,50.125,127
7287,Hoodi,3,1639.0,3.0,129.0,97
7288,Sarjapur  Road,3,1685.0,3.0,135.0,194
7290,Hormavu,2,1100.0,2.0,38.0,100
7291,Marathahalli,3,2122.0,3.0,125.0,161
7292,others,2,1050.0,2.0,47.0,230
7293,Kengeri,2,1230.0,2.0,45.0,135
7294,5th Phase JP Nagar,3,1240.0,3.0,60.0,4
7295,Electronic City Phase II,3,1252.0,2.0,65.0,75
7296,others,3,1374.0,2.0,88.0,230
7297,8th Phase JP Nagar,1,500.0,1.0,30.0,7
7300,Banashankari,2,1040.0,2.0,45.0,26
7301,Sarjapur  Road,2,1350.0,2.0,68.0,194
7303,Hennur,3,2400.0,3.0,135.0,95
7304,Haralur Road,3,1560.0,3.0,90.0,90
7305,Anandapura,2,1151.0,2.0,43.16,15
7306,Uttarahalli,3,1360.0,2.0,47.59,216
7307,others,2,1250.0,2.0,60.0,230
7309,Hennur Road,2,1015.0,2.0,50.0,96
7310,Kadugodi,3,1351.0,2.0,78.0,117
7311,Yelahanka New Town,2,960.0,2.0,50.0,227
7312,others,2,1110.0,2.0,52.0,230
7313,R.T. Nagar,3,1680.0,3.0,72.0,182
7314,Arekere,3,2400.0,3.0,180.0,20
7316,others,3,1350.0,3.0,48.6,230
7317,Horamavu Banaswadi,2,1254.0,2.0,47.0,99
7319,CV Raman Nagar,2,1051.0,2.0,61.0,53
7321,Uttarahalli,2,1099.0,2.0,65.0,216
7322,Hebbal,3,2650.0,4.0,199.0,92
7323,others,4,2000.0,2.0,160.0,230
7326,Whitefield,2,1125.0,2.0,45.0,224
7327,Vittasandra,3,1650.0,3.0,85.0,223
7328,others,1,834.0,1.0,62.0,230
7329,Gollarapalya Hosahalli,3,1320.0,3.0,60.0,81
7332,Mysore Road,3,1500.0,3.0,74.0,166
7334,Kanakpura Road,1,1576.0,1.0,125.0,127
7336,Whitefield,2,1180.0,2.0,70.0,224
7337,Kadugodi,2,1010.0,2.0,50.0,117
7338,Channasandra,2,1070.0,2.0,38.0,56
7339,Choodasandra,3,1580.0,3.0,105.0,60
7341,Green Glen Layout,3,2000.0,3.0,165.0,83
7343,Sanjay nagar,3,1200.0,2.0,76.0,191
7344,Kalena Agrahara,2,1040.0,2.0,45.0,121
7345,Hulimavu,3,1430.0,2.0,90.0,105
7348,Thanisandra,3,1564.0,3.0,105.0,209
7350,Hormavu,2,750.0,2.0,58.0,100
7351,Kasavanhalli,2,1200.0,2.0,60.0,130
7353,Begur Road,2,1200.0,2.0,44.4,39
7354,others,4,2000.0,4.0,135.0,230
7357,Yelahanka,3,1650.0,3.0,105.0,226
7359,Yelahanka,2,1200.0,2.0,55.0,226
7361,Kengeri Satellite Town,2,985.0,2.0,42.0,136
7362,Ramagondanahalli,3,1475.0,2.0,63.0,187
7364,Sarjapur  Road,3,1157.0,2.0,53.99,194
7365,others,2,900.0,2.0,35.0,230
7366,Gottigere,4,2500.0,3.0,120.0,82
7367,GM Palaya,2,1030.0,2.0,60.0,78
7368,others,2,1000.0,2.0,46.0,230
7370,Kasavanhalli,4,4260.0,4.0,333.0,130
7372,Kudlu,3,1570.0,2.0,65.94,147
7373,Kanakapura,2,1283.0,2.0,68.0,126
7375,others,2,1200.0,2.0,52.0,230
7377,Konanakunte,3,2400.0,2.0,180.0,143
7380,Yelahanka,2,990.0,2.0,37.62,226
7382,others,2,1280.0,2.0,90.0,230
7384,others,2,1190.0,2.0,55.0,230
7385,Yelachenahalli,2,1100.0,2.0,60.0,225
7387,Harlur,2,1133.0,2.0,55.0,91
7388,Somasundara Palya,4,2400.0,3.0,140.0,202
7389,Whitefield,2,1280.0,2.0,69.0,224
7390,Horamavu Agara,3,1250.0,3.0,65.0,98
7391,Begur Road,3,1565.0,2.0,49.3,39
7392,others,3,1900.0,3.0,65.0,230
7393,Munnekollal,2,1080.0,2.0,45.0,164
7394,Battarahalli,1,600.0,1.0,47.0,37
7396,HRBR Layout,3,1335.0,2.0,87.0,88
7398,JP Nagar,3,3496.5,2.0,237.5,109
7399,Sarjapur  Road,3,1385.0,3.0,55.0,194
7400,others,3,1578.0,3.0,73.9,230
7402,Sarjapur  Road,3,1700.0,3.0,79.9,194
7404,Vidyaranyapura,2,1120.0,2.0,70.0,219
7405,Electronic City,1,435.0,1.0,22.0,74
7406,Magadi Road,2,1116.0,2.0,51.89,155
7407,Old Madras Road,3,1480.0,3.0,95.0,177
7408,Hormavu,2,1000.0,2.0,50.0,100
7409,HSR Layout,2,1145.0,2.0,46.0,89
7410,Bommasandra,2,800.0,1.0,32.0,48
7411,Thanisandra,2,1265.0,2.0,83.0,209
7412,Devanahalli,3,1700.0,3.0,88.2,65
7413,others,2,1475.0,2.0,70.0,230
7414,BTM 2nd Stage,2,1265.0,2.0,55.0,22
7417,Brookefield,2,1080.0,2.0,50.0,51
7418,Whitefield,3,2023.0,4.0,130.0,224
7419,others,2,2400.0,2.0,125.0,230
7420,Kadubeesanahalli,3,1545.0,2.0,66.0,116
7423,6th Phase JP Nagar,3,1350.0,2.0,58.0,5
7424,Hoodi,2,1108.0,2.0,74.23,97
7425,Marathahalli,3,1730.0,3.0,115.0,161
7426,others,3,1427.0,2.0,70.0,230
7427,Yelahanka,2,935.0,2.0,35.53,226
7428,Sarjapura - Attibele Road,2,1073.0,2.0,31.77,195
7429,Ananth Nagar,2,960.0,2.0,37.0,16
7430,Thigalarapalya,3,2215.0,4.0,150.0,210
7432,Brookefield,2,1230.0,2.0,55.0,51
7433,Mahadevpura,2,1438.0,2.0,89.0,156
7434,7th Phase JP Nagar,2,1080.0,2.0,75.0,6
7437,Uttarahalli,3,1590.0,3.0,58.0,216
7438,others,3,1350.0,3.0,68.0,230
7439,Raja Rajeshwari Nagar,3,1400.0,2.0,48.0,184
7440,Kaggadasapura,3,1560.0,2.0,72.0,118
7441,Mallasandra,4,1810.0,3.0,57.0,158
7442,others,3,2274.24,4.0,160.0,230
7443,Sonnenahalli,3,1484.0,3.0,74.18,204
7445,others,3,1455.0,2.0,55.0,230
7446,Thanisandra,3,2280.0,4.0,184.0,209
7449,Bharathi Nagar,2,1351.0,2.0,74.0,42
7450,Kanakpura Road,3,1223.0,2.0,42.81,127
7451,KR Puram,3,1430.0,2.0,61.0,115
7456,Sarjapur  Road,2,984.0,2.0,55.0,194
7457,Jalahalli,3,1770.0,3.0,100.0,111
7461,Margondanahalli,2,1140.0,2.0,60.0,162
7462,Bommanahalli,2,1170.0,2.0,34.0,47
7465,others,3,1570.0,3.0,80.0,230
7466,others,3,1495.0,2.0,65.0,230
7467,Hoodi,3,1530.0,2.0,67.0,97
7469,Gunjur,3,1800.0,3.0,70.0,85
7470,Bellandur,2,1088.0,2.0,48.0,40
7471,Hosa Road,3,1533.0,3.0,98.18,101
7472,Rachenahalli,2,1100.0,2.0,68.0,183
7473,Thubarahalli,3,1540.0,3.0,90.0,211
7474,Hebbal,2,1244.0,3.0,48.0,92
7475,Hosa Road,2,1040.0,2.0,68.59,101
7477,Begur Road,2,1260.0,2.0,39.69,39
7479,Thigalarapalya,2,1245.0,2.0,100.0,210
7480,others,3,1350.0,3.0,75.0,230
7483,Vijayanagar,2,920.0,2.0,60.0,220
7484,others,6,2300.0,7.0,160.0,230
7486,Yelahanka New Town,4,2095.0,3.0,109.0,227
7487,Begur Road,2,1100.0,2.0,71.42,39
7488,Vijayanagar,2,1019.0,2.0,58.0,220
7489,Harlur,3,1756.0,3.0,128.0,91
7490,Bommasandra,3,1280.0,3.0,50.0,48
7493,Whitefield,3,2134.0,4.0,118.0,224
7494,Hosa Road,2,1369.1,2.0,98.0,101
7497,others,3,2515.0,4.0,155.0,230
7498,Thigalarapalya,3,2215.0,4.0,154.0,210
7499,others,3,1440.0,3.0,72.0,230
7500,Hennur Road,3,1186.0,2.0,55.33,96
7502,Hebbal,3,1800.0,3.0,140.0,92
7503,Kudlu,3,1600.0,3.0,79.0,147
7504,GM Palaya,2,1000.0,2.0,35.0,78
7510,Kambipura,3,1082.0,2.0,45.5,123
7511,Nagarbhavi,2,1050.0,2.0,80.0,169
7512,others,2,1200.0,2.0,56.0,230
7513,Begur,3,3500.0,4.0,185.0,38
7514,Dasarahalli,2,1220.0,2.0,52.0,64
7517,Kanakapura,4,2130.0,4.0,120.0,126
7518,Harlur,3,1749.0,3.0,120.0,91
7520,Doddaballapur,3,1576.0,2.0,48.0,68
7522,others,3,1670.0,3.0,75.0,230
7523,Hennur Road,3,2264.0,3.0,168.0,96
7525,Begur,2,1100.0,2.0,55.0,38
7526,Chandapura,2,674.0,1.0,19.9,55
7529,Electronics City Phase 1,2,1125.0,2.0,65.0,76
7530,Nagavara,2,1125.0,2.0,44.5,171
7531,others,2,700.0,2.0,29.0,230
7532,BTM Layout,3,1300.0,2.0,75.0,23
7533,JP Nagar,3,1600.0,3.0,83.0,109
7534,Magadi Road,3,1052.0,2.0,60.0,155
7536,Devarachikkanahalli,2,1130.0,2.0,36.0,66
7539,Electronic City,3,1500.0,2.0,63.0,74
7541,Gottigere,3,1230.0,2.0,52.0,82
7542,Haralur Road,3,1520.0,2.0,85.0,90
7543,Kanakpura Road,1,525.0,1.0,26.25,127
7544,Hosa Road,2,1040.0,2.0,61.0,101
7545,others,3,1300.0,2.0,67.0,230
7546,Old Airport Road,4,2690.0,4.0,201.0,176
7548,Panathur,2,1140.0,2.0,51.2,180
7550,Nagavarapalya,1,646.0,1.0,25.84,172
7552,Kadugodi,3,1890.0,4.0,125.0,117
7555,Whitefield,3,1458.0,2.0,62.0,224
7557,Green Glen Layout,3,1970.0,3.0,160.0,83
7558,Whitefield,3,1808.0,4.0,80.0,224
7559,Balagere,2,1007.0,2.0,67.0,25
7560,Doddathoguru,2,1105.0,2.0,50.0,70
7562,Raja Rajeshwari Nagar,2,1170.0,2.0,50.0,184
7563,Chandapura,2,1080.0,2.0,45.0,55
7564,Kaggalipura,3,1150.0,2.0,62.0,119
7565,Ramamurthy Nagar,2,1200.0,2.0,57.9,188
7567,Kudlu Gate,3,1656.0,3.0,75.0,148
7569,KR Puram,2,1040.0,2.0,50.0,115
7570,Hosur Road,2,1085.0,2.0,33.7,104
7571,others,3,1215.0,2.0,49.75,230
7572,NRI Layout,4,2150.0,4.0,115.0,168
7574,Panathur,2,1210.0,2.0,77.0,180
7575,others,2,1050.0,2.0,55.0,230
7580,Malleshpalya,2,1421.0,2.0,90.0,159
7582,Old Madras Road,3,1425.0,2.0,74.31,177
7583,Budigere,2,1162.0,2.0,58.0,52
7584,Whitefield,1,905.0,1.0,60.0,224
7585,Sarjapur  Road,2,914.0,2.0,32.0,194
7586,others,2,1258.0,2.0,58.0,230
7588,Hormavu,4,3500.0,4.0,289.0,100
7591,Whitefield,3,1537.0,2.0,70.0,224
7592,Chikkalasandra,3,1230.0,2.0,53.51,59
7595,Hosur Road,4,2000.0,4.0,69.0,104
7598,Indira Nagar,4,3200.0,3.0,250.0,108
7599,Anjanapura,2,950.0,2.0,32.0,18
7600,Marathahalli,4,4000.0,4.0,200.0,161
7601,Yelahanka,3,1282.0,2.0,48.72,226
7604,Jakkur,3,1220.0,2.0,49.0,110
7606,7th Phase JP Nagar,3,1415.0,3.0,65.0,6
7608,Green Glen Layout,3,1728.0,3.0,125.0,83
7612,Yelahanka,4,3990.0,4.0,260.0,226
7613,Kasavanhalli,2,1495.0,2.0,83.0,130
7615,Yeshwanthpur,3,2501.0,3.0,138.0,229
7616,Kanakpura Road,1,381.0,1.0,28.0,127
7618,Hennur Road,3,2002.0,3.0,120.0,96
7619,others,3,3200.0,3.0,260.0,230
7620,Banjara Layout,2,1200.0,2.0,70.0,32
7622,Bommasandra,3,1942.0,3.0,90.0,48
7623,Electronics City Phase 1,3,1522.5,2.0,60.75,76
7626,others,3,1450.0,3.0,90.0,230
7627,Electronic City,2,1039.0,2.0,50.0,74
7628,Old Madras Road,2,1210.0,2.0,80.0,177
7630,Yelahanka,3,1620.0,3.0,90.0,226
7632,Hebbal Kempapura,3,3408.0,3.0,260.0,93
7633,Marathahalli,2,1314.0,2.0,55.0,161
7634,Bisuvanahalli,2,945.0,2.0,33.0,46
7635,Nehru Nagar,3,1374.0,3.0,72.0,174
7636,Kanakpura Road,3,1603.0,3.0,113.0,127
7637,Kengeri,3,1230.0,2.0,52.0,135
7638,Basavangudi,1,670.0,1.0,50.0,35
7639,Sarjapur  Road,4,1864.0,3.0,105.0,194
7640,Hosa Road,3,2500.0,3.0,100.0,101
7641,Raja Rajeshwari Nagar,3,1625.0,2.0,54.0,184
7642,Whitefield,2,1186.0,2.0,55.0,224
7644,Electronic City,2,770.0,1.0,39.9,74
7645,Varthur,2,1085.0,2.0,45.0,217
7647,others,3,1893.0,3.0,115.0,230
7649,Kundalahalli,3,1496.0,2.0,78.0,150
7651,Electronics City Phase 1,3,1550.0,2.0,82.0,76
7652,Marathahalli,3,1200.0,2.0,58.17,161
7654,Electronic City Phase II,2,1286.0,2.0,69.0,75
7656,Hebbal,3,1860.0,3.0,95.0,92
7658,Haralur Road,2,1243.0,2.0,45.0,90
7659,Brookefield,2,1200.0,2.0,75.0,51
7660,Sarjapur,2,1044.0,2.0,32.0,193
7661,7th Phase JP Nagar,2,1040.0,2.0,41.59,6
7662,8th Phase JP Nagar,2,1125.0,2.0,36.94,7
7664,Subramanyapura,3,1278.0,2.0,59.0,205
7665,others,6,2400.0,6.0,98.0,230
7666,others,2,1250.0,2.0,43.0,230
7667,Vijayanagar,5,2400.0,6.0,125.0,220
7669,Lakshminarayana Pura,2,1210.0,2.0,75.0,153
7671,Sarjapur  Road,3,1157.0,2.0,57.84,194
7672,Raja Rajeshwari Nagar,2,1185.0,2.0,51.15,184
7673,Kalena Agrahara,3,1450.0,3.0,100.0,121
7674,Old Madras Road,3,1859.0,3.0,121.0,177
7677,Ramamurthy Nagar,3,1305.0,3.0,60.0,188
7679,Thanisandra,1,784.0,1.0,35.285,209
7680,Kasavanhalli,2,5000.0,2.0,400.0,130
7681,Sarjapur  Road,2,1150.0,2.0,36.8,194
7682,Whitefield,3,1806.0,3.0,85.0,224
7683,Kudlu,2,1027.0,2.0,42.0,147
7684,Uttarahalli,2,1002.0,2.0,40.08,216
7685,Electronic City Phase II,3,1220.0,2.0,36.21,75
7686,Whitefield,2,1109.0,2.0,35.22,224
7689,Hennur Road,2,1232.0,2.0,69.6,96
7691,Kalyan nagar,2,1250.0,2.0,65.0,122
7694,Raja Rajeshwari Nagar,2,1255.0,2.0,53.87,184
7695,Akshaya Nagar,3,1434.0,3.0,84.0,11
7696,Doddathoguru,2,925.0,2.0,30.0,70
7697,Jakkur,3,1858.0,3.0,123.0,110
7698,others,2,1205.0,2.0,70.0,230
7699,others,3,1500.0,3.0,90.0,230
7702,Thanisandra,2,965.0,2.0,56.0,209
7705,Battarahalli,2,1636.0,2.0,82.89,37
7707,Whitefield,2,1216.0,2.0,67.0,224
7708,Yelahanka,1,654.0,1.0,36.25,226
7710,others,2,1190.0,2.0,41.0,230
7712,Budigere,3,1636.0,3.0,92.0,52
7713,Hennur Road,2,1195.0,2.0,73.0,96
7715,others,2,1250.0,2.0,67.0,230
7716,Whitefield,3,1452.0,3.0,90.0,224
7717,Thanisandra,3,1546.0,3.0,95.0,209
7720,others,2,2260.0,3.0,80.0,230
7721,others,4,2700.0,3.0,90.0,230
7723,JP Nagar,4,3000.0,3.0,150.0,109
7724,others,1,375.0,1.0,26.0,230
7725,Balagere,2,1007.0,2.0,66.0,25
7726,Kanakpura Road,1,1576.0,1.0,125.0,127
7728,Hennur Road,2,1020.0,2.0,47.0,96
7730,others,2,800.0,3.0,59.5,230
7732,Marathahalli,2,1125.0,2.0,55.0,161
7734,others,3,909.0,2.0,43.0,230
7736,others,2,1400.0,2.0,85.0,230
7737,Kadugodi,2,1152.0,2.0,61.0,117
7738,Subramanyapura,2,958.0,2.0,34.49,205
7741,Bellandur,2,1310.0,2.0,85.0,40
7742,Hosur Road,3,1590.0,2.0,126.0,104
7743,Green Glen Layout,3,1645.0,3.0,110.0,83
7744,others,3,1800.0,2.0,100.0,230
7747,Thanisandra,1,777.0,1.0,38.535,209
7748,others,2,925.0,2.0,70.0,230
7749,Basavangudi,3,1542.14,3.0,120.0,35
7751,Thanisandra,3,1430.0,2.0,54.0,209
7752,Bommanahalli,2,1020.0,2.0,55.0,47
7755,Anekal,3,967.0,2.0,45.0,17
7756,Hebbal,4,2470.0,4.0,203.0,92
7757,others,2,850.0,1.0,35.5,230
7758,others,2,1100.0,2.0,32.0,230
7759,Thanisandra,3,1697.0,3.0,110.0,209
7760,Varthur,2,1250.0,2.0,47.0,217
7761,Gottigere,2,1120.0,2.0,50.0,82
7762,NRI Layout,4,1200.0,4.0,95.0,168
7763,Hennur Road,5,5100.0,6.0,375.0,96
7765,Hebbal,2,1200.0,2.0,52.0,92
7767,Devarachikkanahalli,3,1417.0,2.0,76.0,66
7768,Thanisandra,3,1492.0,3.0,88.0,209
7769,Devanahalli,3,1498.0,3.0,79.15,65
7771,Kundalahalli,2,1010.0,2.0,48.27,150
7773,Channasandra,2,1050.0,2.0,35.0,56
7774,Hegde Nagar,3,1847.0,3.0,125.0,94
7775,others,2,1200.0,2.0,55.0,230
7776,Bellandur,2,982.0,2.0,37.28,40
7777,Hegde Nagar,3,2144.6,4.0,145.0,94
7778,Kengeri,2,750.0,2.0,36.5,135
7779,Electronic City,2,919.0,2.0,35.0,74
7780,Budigere,2,1087.0,2.0,54.3,52
7781,others,3,1480.0,3.0,74.0,230
7782,Tindlu,2,1180.0,2.0,52.0,213
7784,Jigani,3,1221.0,3.0,65.0,113
7786,Thanisandra,3,2072.0,3.0,122.0,209
7787,Whitefield,3,1600.0,3.0,69.0,224
7788,Sahakara Nagar,3,2200.0,3.0,98.0,190
7790,Kaikondrahalli,2,1253.0,2.0,81.5,120
7791,Hennur Road,2,1061.0,2.0,54.92,96
7792,Marathahalli,3,1950.0,3.0,115.0,161
7793,Marathahalli,2,1250.0,2.0,68.0,161
7794,Hennur Road,3,1585.0,2.0,80.0,96
7796,Kammasandra,2,1015.0,2.0,37.0,125
7798,Marathahalli,2,1125.0,2.0,56.8,161
7799,Electronic City Phase II,2,1116.0,2.0,40.0,75
7801,Kasavanhalli,4,4000.0,4.0,325.0,130
7803,Old Madras Road,2,1300.0,2.0,100.0,177
7804,Raja Rajeshwari Nagar,2,1419.0,2.0,60.42,184
7805,others,3,1310.0,2.0,55.0,230
7806,Thigalarapalya,3,2072.0,4.0,152.0,210
7807,Kaggadasapura,2,1240.0,2.0,58.58,118
7808,Chamrajpet,3,1565.0,3.0,98.91,54
7809,Budigere,3,1820.0,3.0,89.0,52
7810,Gubbalala,3,2500.0,3.0,88.0,84
7812,Hosa Road,2,1245.0,2.0,62.0,101
7813,GM Palaya,3,1315.0,3.0,65.0,78
7814,Kenchenahalli,3,1410.0,2.0,73.0,134
7815,Dasarahalli,2,1375.0,2.0,60.0,64
7816,Old Madras Road,2,1299.0,2.0,95.0,177
7817,others,2,993.0,2.0,45.5,230
7818,Bommasandra Industrial Area,2,1200.0,3.0,45.0,49
7820,others,4,2400.0,5.0,180.0,230
7822,Hoodi,3,1655.0,3.0,131.0,97
7823,Whitefield,4,2830.0,5.0,190.0,224
7824,others,1,6000.0,1.0,276.0,230
7826,others,1,825.0,2.0,40.0,230
7827,Begur Road,3,1634.0,3.0,111.0,39
7829,Banaswadi,2,1222.0,2.0,80.0,31
7830,Gottigere,3,1500.0,3.0,63.0,82
7831,Akshaya Nagar,3,1890.0,4.0,100.0,11
7833,Hulimavu,2,850.0,1.0,39.5,105
7834,Whitefield,2,1295.0,2.0,78.5,224
7835,Sarjapur  Road,2,1320.0,2.0,100.0,194
7838,2nd Stage Nagarbhavi,4,3000.0,3.0,170.0,2
7839,Harlur,2,1197.0,2.0,82.0,91
7840,others,3,1320.0,2.0,60.0,230
7842,Whitefield,1,840.0,1.0,57.6,224
7843,Whitefield,1,640.0,1.0,19.83,224
7844,Raja Rajeshwari Nagar,3,1693.0,3.0,71.38,184
7845,Kodihalli,2,1000.0,2.0,62.0,141
7846,Babusapalaya,2,1305.0,2.0,70.0,24
7847,Kodichikkanahalli,1,450.0,1.0,18.0,138
7848,CV Raman Nagar,1,705.0,1.0,57.0,53
7850,Tumkur Road,5,4800.0,5.0,150.0,214
7853,Whitefield,3,1991.0,3.0,104.0,224
7854,Battarahalli,3,1779.0,3.0,90.0,37
7856,Banaswadi,2,870.0,2.0,38.0,31
7857,Thanisandra,3,1595.0,3.0,120.0,209
7861,Iblur Village,3,2000.0,4.0,138.0,107
7862,Yelahanka,3,1614.0,3.0,93.0,226
7863,Gottigere,2,1200.0,2.0,40.0,82
7864,Electronic City Phase II,3,1150.0,3.0,46.0,75
7866,Sonnenahalli,3,1610.0,3.0,80.48,204
7867,Whitefield,2,1190.0,2.0,41.0,224
7868,others,2,1050.0,2.0,50.0,230
7870,7th Phase JP Nagar,3,1460.0,2.0,97.0,6
7872,others,1,600.0,1.0,33.0,230
7873,others,3,1569.0,3.0,70.0,230
7874,others,3,2600.0,3.0,147.0,230
7875,Electronics City Phase 1,1,645.0,1.0,42.5,76
7879,Marathahalli,2,1350.0,2.0,90.0,161
7881,others,3,1410.0,2.0,45.12,230
7882,Whitefield,2,1109.0,2.0,35.47,224
7885,Bannerghatta Road,2,1215.0,2.0,68.0,34
7888,Varthur Road,2,1255.0,2.0,52.76,218
7889,others,2,1020.0,2.0,49.0,230
7890,others,3,1225.0,2.0,82.0,230
7891,Singasandra,2,1120.0,2.0,60.0,201
7893,Kasavanhalli,3,1225.0,2.0,69.0,130
7894,Whitefield,4,5200.0,5.0,242.0,224
7896,Sarjapur  Road,3,1984.0,4.0,145.0,194
7897,Old Madras Road,3,2425.0,3.0,197.0,177
7899,Bommasandra,2,1127.0,2.0,45.0,48
7900,Whitefield,3,1655.0,3.0,97.0,224
7902,Varthur,3,1200.0,3.0,68.38,217
7903,Kaggadasapura,2,1000.0,2.0,43.0,118
7904,CV Raman Nagar,2,1225.0,2.0,47.88,53
7905,Hormavu,2,1350.0,2.0,45.0,100
7907,Sahakara Nagar,2,1175.0,2.0,49.0,190
7908,others,1,655.0,1.0,27.0,230
7909,Hosa Road,3,1311.0,2.0,84.86,101
7911,CV Raman Nagar,2,1000.0,2.0,38.5,53
